UMAP_1,UMAP_2,cluster
-0.91882324,-0.55329835,7
10.46589,7.656404,0
2.3917542,8.710621,13
-4.972093,8.041923,5
2.21478,11.094343,13
-6.9189425,17.496542,9
14.538367,-1.254707,10
7.8516607,17.23356,6
-2.5021389,3.565866,7
-0.6135777,2.7657847,7
1.7813023,-7.897183,20
-6.3214855,-8.700059,18
9.816862,7.474845,0
0.8766033,6.750869,13
7.890288,2.170985,4
-5.3535,-0.84403545,7
3.2883756,17.326805,8
7.2140937,-4.1312633,14
-7.7304683,-8.72899,18
-1.8559475,3.2503138,7
13.364499,-1.411878,10
-8.82542,1.4826281,17
14.004556,-5.4852877,1
15.059704,-1.1084316,10
-10.016574,8.038674,15
10.68458,13.345606,3
-2.906164,-0.9009372,7
-7.4244323,7.6961794,5
-2.5982392,-0.8692885,7
-3.003287,7.580612,5
6.7960653,19.224594,6
2.3990228,10.755,13
-5.8900094,7.994931,5
-6.8936357,17.5298,9
12.358909,-9.869641,1
9.590255,-2.710927,10
17.464415,4.2054167,4
11.349434,3.3437128,4
-2.934623,23.713902,2
-4.193568,-0.84558666,7
14.19616,3.6565945,4
-1.3282472,-0.66914624,7
13.641728,3.5954342,4
2.453755,-8.632147,20
15.167845,13.4577265,16
6.9497952,0.34344777,4
8.023126,-3.467813,14
-6.8302197,15.597283,9
-6.6048884,15.212864,9
11.264576,16.245632,3
3.062808,17.998446,8
7.433788,-3.8839386,14
19.2976,6.193426,4
8.037085,7.575918,0
16.895195,-10.862829,1
-5.410047,-9.1842785,18
8.406555,-3.2527244,14
12.830644,-1.5634909,10
-0.6860298,-6.532133,20
0.1505984,0.084672235,7
12.181704,22.1836,3
-5.6879845,8.033317,5
-3.6651454,7.812525,5
6.4421506,20.725414,6
-11.734835,9.424974,15
6.9043727,18.487627,6
1.1430225,6.9740562,13
-7.137326,16.666407,9
-1.1616911,19.544357,2
6.735971,-5.241844,14
16.994057,-10.9244795,1
-4.8892303,-9.578175,18
12.377393,-6.6404223,1
1.0070832,-7.2962136,20
6.970931,18.356743,6
-7.182935,7.745096,5
-0.80394775,-11.82694,19
10.077987,7.5370555,0
10.735782,3.2326355,4
-11.195675,8.839719,15
-0.9182965,-0.55399203,7
-3.5466206,-0.8841753,7
-0.86359274,-11.833294,19
-5.9207506,14.429571,9
1.3287154,7.1397057,13
-5.2736025,-0.8433256,7
12.507555,-6.531509,1
-7.262476,-8.560561,18
2.2979207,8.511507,13
17.780033,7.5717216,0
17.854635,-4.774913,12
-5.1422377,8.045714,5
-3.9541404,7.8851466,5
-0.7966319,-11.825513,19
8.411633,7.4273877,0
-9.162283,0.8058628,17
2.4493344,8.852722,13
16.763514,12.968784,16
14.268413,3.6600888,4
2.569382,9.329731,13
17.169884,-4.991724,12
-1.3075461,21.199352,2
-3.1444254,-5.581828,20
-9.01042,0.049706537,17
-4.450357,8.022023,5
6.8872337,-4.7020593,14
16.884127,-10.853891,1
13.083024,19.963907,3
-1.8084183,-5.972471,20
5.1388187,22.209444,6
10.68496,14.978162,3
7.0613065,1.2953658,4
-2.1737456,23.180328,2
11.6655445,-1.9044596,10
-5.1081815,-0.8259112,7
6.90625,0.543262,4
-2.247464,13.629225,2
8.029448,7.57918,0
13.35704,-5.879057,1
6.729771,-5.5805,14
4.1769066,22.265715,6
-4.3764887,-4.999325,20
2.0040898,11.383917,13
12.7294655,18.682587,3
12.066712,17.558146,3
-1.16191,19.779785,2
12.728955,12.886266,3
11.101449,-8.180546,1
-4.5304775,-9.842642,18
-3.1130013,-10.837193,18
16.41065,8.010458,0
-11.347221,8.983773,15
-3.4126112,23.705334,2
11.146277,-8.06227,1
0.5736256,0.58047915,7
-7.131506,16.630037,9
17.363478,-4.90685,12
6.890186,-4.70003,14
-1.6053408,22.38227,2
-4.5616794,8.023472,5
-3.8483746,-0.87285376,7
-8.895231,11.204034,11
7.40489,8.203273,0
15.344772,13.453078,16
-2.0688994,23.069414,2
11.915204,22.658512,3
6.8808527,0.48921996,4
12.59321,-6.4625573,1
13.449973,3.5771515,4
-1.8181295,3.2333357,7
-2.9009259,23.702608,2
11.927122,17.347654,3
-2.4705422,7.1214194,5
-9.76721,7.910031,15
-6.142615,14.660894,9
1.2487953,-7.45991,20
12.987272,19.32947,3
7.910913,2.187864,4
17.156502,12.723359,16
11.326181,12.715285,3
-7.7345123,-8.726233,18
15.984406,13.30632,16
6.947539,18.395082,6
-7.2572327,-0.9163264,7
12.6737385,18.59384,3
-6.87357,15.666761,9
5.8142285,21.649546,6
-5.7070065,8.032246,5
-9.251159,10.917168,11
16.85885,-10.854762,1
19.200659,6.267582,4
14.6335125,-1.2201045,10
-2.4029443,13.424187,2
6.0290685,21.38592,6
2.5735776,10.253903,13
-1.1633868,19.379469,2
7.3178577,-4.004613,14
-2.5100772,3.5775335,7
-6.9446254,15.776769,9
12.302699,8.150984,0
12.669657,-9.973065,1
11.406407,3.3506148,4
-10.057906,8.052548,15
-2.9090395,-10.9636135,18
10.151449,3.1140542,4
-3.4547584,-10.630966,18
-4.571602,-9.8069515,18
3.3196797,17.260433,8
12.459213,21.712244,3
-4.3266163,-5.045864,20
-0.6935926,-6.540253,20
16.204874,-0.45599458,10
11.22191,-7.853654,1
16.331158,-10.772258,1
-1.5266693,-0.731828,7
14.60621,13.435149,16
6.933881,-6.2746387,14
-7.131752,16.636642,9
11.293903,-9.137686,1
2.5460918,-8.727915,20
12.072576,-1.7813823,10
13.032563,19.571049,3
-6.655773,7.823141,5
-8.117924,1.878958,17
-0.045679927,-6.7721796,20
0.102491654,-6.848905,20
-2.3766077,-5.747582,20
-7.018277,-8.540825,18
-3.1095846,-0.892548,7
2.6125765,10.032959,13
9.635702,-2.6794775,10
-3.3043706,23.713036,2
7.98517,17.097797,6
0.07280245,0.01518159,7
-4.2677155,-10.04111,18
6.9653964,-6.3698473,14
14.690474,-10.401553,1
7.113373,-4.2696767,14
-1.2081858,18.31537,2
11.878059,22.704914,3
-7.0644174,-8.535768,18
7.2008977,-4.15166,14
-6.8755016,15.667926,9
-3.6476297,23.494854,2
7.1357975,-6.7954154,14
12.098944,17.620358,3
-1.3742898,-0.68645376,7
6.386453,20.80851,6
-8.156566,11.746197,11
12.494254,-9.934842,1
6.6580048,19.93847,6
-1.2363667,17.367216,2
11.544797,-9.414736,1
14.107207,-5.425725,1
7.6516023,7.922551,0
17.340853,-4.913398,12
-0.18019202,2.3931193,7
-3.4710665,7.780104,5
2.0764003,-8.196493,20
11.556619,-7.4116883,1
0.17780253,-6.879316,20
-6.4444995,7.90255,5
13.640951,8.062758,0
14.869636,3.7339091,4
-3.8546584,-5.3429527,20
10.748051,15.155667,3
3.2640357,17.359674,8
-8.149182,11.750291,11
-1.287815,-11.869647,19
-7.725054,-8.726834,18
12.8955555,20.75102,3
10.643167,14.842842,3
8.390018,-3.2618806,14
16.338762,13.170418,16
-3.792799,-5.3749876,20
-2.8386595,7.459116,5
-8.174715,1.8665589,17
14.46628,8.020284,0
14.483369,8.015831,0
16.170881,-0.49001506,10
-0.8074314,-11.827367,19
14.610079,-1.2094178,10
-2.226415,23.22909,2
-2.486599,7.1359167,5
12.244709,22.06633,3
-1.469204,15.0817375,2
2.7817087,-9.214528,20
17.95899,-4.719636,12
19.279922,5.5200844,4
-6.450533,7.9000583,5
6.722728,-5.2889338,14
-9.132534,0.95751053,17
-8.831086,1.4823993,17
-3.008187,-10.888228,18
-8.956194,7.5987644,15
12.127351,17.663792,3
12.0219555,-6.9520493,1
-1.8467206,14.318647,2
-8.084515,1.8831031,17
-1.0898331,-11.856174,19
-0.43045145,2.6223285,7
-9.333601,7.7137294,15
1.4186004,7.2584343,13
-11.04954,8.709451,15
-0.36322832,2.5609336,7
-5.6109376,8.034523,5
2.5101023,10.454243,13
-10.916976,8.596815,15
7.7167177,17.375671,6
-5.9473968,-0.8964269,7
5.995233,21.433405,6
18.505114,4.668211,4
-2.2357457,23.237759,2
0.67424667,-7.1129904,20
11.924165,-7.0380073,1
12.668479,3.5249903,4
2.36244,8.630391,13
10.994403,12.929578,3
2.015372,-8.128388,20
-8.888947,7.5854526,15
-7.233879,-0.91168004,7
16.632332,-5.0283804,12
6.9870076,0.296575,4
-1.1598957,19.933899,2
-1.1628625,19.180397,2
10.50016,14.051296,3
-1.3551638,15.866479,2
15.884833,-0.7277311,10
-1.3557843,-0.6805422,7
12.544818,8.139847,0
2.753137,-9.167606,20
6.4576483,20.699368,6
11.847883,22.749994,3
10.429768,-2.377983,10
0.6113604,1.2762692,7
13.906967,-5.5603547,1
13.3903475,3.5666332,4
-1.5394175,14.959079,2
11.256378,7.864873,0
15.4724455,13.432892,16
5.7955227,21.67202,6
11.719245,-9.540229,1
7.321806,-4.0005965,14
8.044693,17.0393,6
16.093946,8.01546,0
13.087948,3.5517128,4
7.418243,17.725752,6
-2.7102592,-11.111922,18
-7.2046413,-8.575417,18
-7.9242163,-8.839728,18
8.253254,2.4015326,4
3.087515,18.216969,8
-6.933621,15.762581,9
6.927861,-6.2542214,14
7.254273,1.5789927,4
0.77845836,6.66505,13
-3.1557217,4.0066023,7
-4.307285,-5.0625362,20
-7.1328526,16.856918,9
0.872842,-7.2148356,20
2.779599,-9.205643,20
-6.5006976,-0.9559519,7
2.512812,-8.720599,20
-2.8245568,-11.025831,18
14.155486,13.378004,16
-6.01571,14.526152,9
8.021549,7.5858274,0
12.678782,8.130993,0
15.728775,13.372226,16
-7.1292562,16.891905,9
-0.18476647,-6.7182107,20
-6.6275077,15.249883,9
7.1148396,8.748585,0
18.585514,4.7387915,4
10.294277,-2.4316647,10
-6.5012474,15.07203,9
2.4398615,8.776072,13
-3.315378,7.7238173,5
1.7404008,7.6832485,13
7.0875635,-4.31754,14
-1.221177,17.946304,2
2.5315464,-8.747794,20
10.5995245,-2.3244507,10
14.485852,8.019761,0
15.410898,-10.530454,1
5.758388,21.710009,6
-7.4479055,7.6704326,5
18.035135,4.386989,4
-1.6081424,3.1566887,7
-5.0763764,8.04289,5
-9.029964,7.605612,15
8.032087,-3.4628909,14
13.123265,3.5539305,4
6.8808556,18.502262,6
11.356751,-7.6558943,1
-8.61455,1.7108285,17
-8.631023,1.6991354,17
11.051351,15.852245,3
9.523625,-2.7409174,10
12.713332,21.165928,3
0.73119855,-7.1468906,20
2.4442499,-8.623848,20
2.2624578,8.441083,13
-8.69247,11.352418,11
15.222518,-10.494143,1
6.0725894,21.326193,6
2.119976,-8.248136,20
-7.2370057,7.7318764,5
6.6224494,20.081114,6
0.57450527,0.5832449,7
12.571108,12.781958,3
6.7302012,-5.3492255,14
2.756066,-9.17214,20
5.013889,22.265415,6
-4.6494584,-0.83457816,7
15.718998,-0.86636376,10
-1.2446058,17.27941,2
16.199522,-0.4561216,10
10.862663,13.052725,3
7.3146415,8.335805,0
7.367545,-3.9508512,14
9.316061,2.86745,4
15.094915,8.002887,0
-2.459607,13.3644495,2
16.11098,13.263722,16
-5.0184593,8.042476,5
-3.3603096,4.2085195,7
10.834809,-2.266991,10
10.710522,15.048509,3
2.3451886,10.880987,13
-9.159872,0.88904566,17
15.107685,-1.0896367,10
-5.6873364,-0.8649305,7
2.5392933,10.381448,13
12.021618,-1.7966336,10
-6.8340926,15.613251,9
15.114034,8.002861,0
18.551655,4.7082353,4
-3.6563854,23.483631,2
11.5522375,16.762497,3
18.52152,4.6817465,4
7.292482,-4.0323806,14
4.3217835,22.315886,6
-1.3745644,-0.6834908,7
-7.9806733,-8.880895,18
6.7340817,-5.230332,14
12.505214,12.736111,3
17.35429,12.366794,16
17.342821,12.021569,16
-1.2273877,20.770264,2
-0.54233146,2.7148073,7
-6.3569674,14.893123,9
8.3855715,-3.2642066,14
2.0076919,11.379794,13
14.55167,13.427228,16
-9.058185,1.0824685,17
10.477075,14.105076,3
-2.4261494,7.075699,5
14.143439,13.376497,16
-3.3973045,-0.88734716,7
8.088577,2.3092854,4
7.3590527,1.7043868,4
6.848982,-4.797749,14
2.0025806,11.387266,13
-2.2532225,-0.8466621,7
1.7092527,7.641773,13
14.757573,8.005891,0
9.08537,2.7587974,4
-6.2544866,14.783,9
10.5268755,14.318524,3
10.804077,-2.2576158,10
11.58847,12.586451,3
0.40303,-6.9913864,20
11.32123,-9.197668,1
6.879405,18.65382,6
17.348667,12.481118,16
17.36776,12.051155,16
17.607178,4.2361107,4
-2.985795,7.5685143,5
-6.4390454,14.988447,9
-8.817793,7.5844207,15
12.744043,12.892698,3
12.801453,18.868858,3
-9.099773,0.9987104,17
-1.4416745,21.95236,2
11.915585,8.094958,0
-3.3583994,4.2046337,7
-2.953259,7.5468464,5
10.620037,14.773396,3
-7.1298943,16.685352,9
-7.277549,-0.9150812,7
-7.010961,17.365526,9
11.331139,-7.7016253,1
10.690518,13.344461,3
-1.1603684,19.963087,2
9.308586,2.866483,4
-1.2402405,17.374348,2
-2.4565706,13.367933,2
18.579763,4.7301464,4
7.525116,-3.8073282,14
-5.8003263,8.020676,5
-2.0792065,-0.8211437,7
6.8158054,19.136084,6
1.1920055,7.015428,13
7.376775,17.78164,6
17.57447,-4.8521714,12
5.622105,21.837687,6
14.89251,8.003614,0
11.470219,-1.9773625,10
8.04262,-3.4570851,14
-6.3880486,-0.93789375,7
1.6553042,-7.7785106,20
16.09314,3.9483893,4
18.593296,4.74288,4
19.234346,5.445809,4
10.084991,7.5302386,0
11.937021,-7.0272074,1
17.245125,11.851116,16
7.5466247,17.567196,6
14.314997,-10.278075,1
-1.4816109,15.060818,2
11.947622,8.102641,0
-8.029851,1.8711413,17
0.5739829,0.5838453,7
-1.0432872,2.9747813,7
10.162317,3.1174204,4
12.925756,19.156868,3
5.1408396,22.212406,6
7.3403115,8.302652,0
11.987061,22.529861,3
-9.939121,7.9861546,15
-5.4834104,-9.132376,18
4.8141017,22.315968,6
-2.9888253,-5.603126,20
7.931993,7.657484,0
-2.3123226,3.4452496,7
-1.5701721,-0.7396604,7
17.031818,4.158985,4
6.9179425,18.473558,6
19.26101,6.212764,4
6.9053926,0.5919707,4
16.99217,-10.91687,1
15.376096,-0.9897989,10
-2.125051,23.129772,2
-1.4502014,15.1499405,2
-3.5856948,-10.541215,18
18.280851,-4.5175347,12
10.819982,-2.2499573,10
12.195727,17.778067,3
6.8136897,19.135088,6
-1.2782097,16.948956,2
-3.5230906,-10.588185,18
-2.587523,23.512522,2
-0.3923591,-0.28955483,7
11.527796,3.3775854,4
-1.1695935,19.05264,2
14.9863615,13.456163,16
-2.0549614,23.056143,2
14.572777,8.009316,0
7.5443015,17.570648,6
2.0546682,-8.17134,20
14.138893,3.6489906,4
14.489494,8.015328,0
18.183233,-4.578407,12
12.369148,21.828583,3
5.763532,21.705713,6
16.020462,3.9149954,4
-1.7153256,-11.713366,19
12.440535,12.728243,3
5.76369,21.705303,6
11.886242,17.291077,3
14.439356,3.674837,4
-2.9767587,-0.90089357,7
-2.3638906,13.470949,2
15.383,-0.9858038,10
-4.6170597,8.028188,5
10.642462,14.860043,3
-6.680236,-8.579662,18
12.633197,-1.6197183,10
-3.3342068,4.177912,7
-6.9775724,17.421577,9
11.753988,22.861292,3
8.524812,7.387321,0
-0.7385633,-6.501133,20
2.448493,8.817381,13
-7.1756506,7.747136,5
-8.0014,-8.894654,18
-2.9062934,23.709335,2
10.671705,13.378179,3
13.106544,8.101146,0
4.5648417,22.343855,6
12.171933,8.176008,0
-2.1805587,23.18767,2
15.787895,3.869874,4
-7.678527,-0.8121763,7
7.045145,1.2718428,4
-9.174481,10.977963,11
10.618501,13.531521,3
-7.9955378,-8.890358,18
14.029594,-1.328707,10
8.2517395,7.466974,0
9.236186,2.837601,4
11.522883,16.712685,3
12.363192,21.86317,3
3.102658,17.744555,8
-6.683099,-0.9556338,7
18.728354,-4.176828,12
6.931079,18.429224,6
-8.21944,1.8516331,17
-2.904308,23.705034,2
10.682797,-2.2974231,10
9.7995,3.0107315,4
12.143023,-6.840009,1
7.864625,2.1488066,4
-4.067363,-5.2255125,20
-6.660073,-8.580625,18
11.395066,-7.6044364,1
5.472142,21.964499,6
-1.866506,14.2757,2
-5.475657,-9.118501,18
0.5409432,1.5003667,7
16.975172,4.142381,4
10.574289,14.569904,3
-2.2988052,23.289602,2
-6.9019966,15.714273,9
2.6111984,9.97649,13
-3.335177,23.70678,2
0.3300948,0.2596398,7
-7.9821944,-8.881834,18
9.468227,7.4022555,0
2.574115,10.256015,13
15.5604925,-10.559542,1
-6.0329595,14.543586,9
-2.4127536,7.059078,5
4.0066233,22.198261,6
14.559108,-10.37552,1
-2.9972954,23.715673,2
11.087463,-8.168005,1
17.046923,-5.0608544,12
-6.457375,15.012692,9
-1.1655397,-6.294753,20
11.215784,-7.8868046,1
7.5380793,17.577703,6
-0.59054494,2.7503855,7
7.1085434,18.12861,6
11.068034,7.82282,0
6.8233743,19.225824,6
1.3250121,7.1368294,13
2.2653499,11.027623,13
13.0432415,-10.049102,1
7.024223,1.2333082,4
-6.463276,15.020952,9
-1.3871768,15.35349,2
13.94768,-1.3551695,10
9.789909,7.469918,0
15.138702,13.459109,16
6.7294793,19.52553,6
-1.7500834,-11.702177,19
18.493492,4.667687,4
-10.977251,8.647675,15
1.5881441,-7.720018,20
15.820172,3.8748436,4
-1.7975515,22.715422,2
15.260889,-10.506786,1
-4.132591,7.934778,5
-1.2925583,16.435654,2
8.633735,2.5640635,4
1.7474262,7.692511,13
16.675802,7.9642167,0
-4.375278,-5.002463,20
15.028881,-1.12006,10
-2.519796,-5.669171,20
-6.10553,-8.769446,18
7.7817407,-3.6234262,14
15.384576,-0.98603374,10
2.5191426,10.422592,13
-5.8571625,8.013081,5
-3.480157,-0.88492066,7
1.573622,-7.7056065,20
-7.6264477,7.676603,5
10.911685,12.98747,3
15.807568,-0.7930158,10
14.769003,-10.418089,1
10.920922,3.2679636,4
-1.165513,19.156403,2
11.510355,16.68963,3
10.835229,-2.2402894,10
-3.02759,-10.877683,18
11.5670185,16.78894,3
18.13309,4.442255,4
15.651029,-0.8778689,10
11.369149,-7.634944,1
2.7747521,-9.186933,20
6.8513308,-4.792239,14
18.529707,-4.341109,12
14.761686,-10.432021,1
10.067509,7.5342107,0
-3.9394567,-0.8671747,7
12.128866,17.668331,3
-1.1876721,18.734898,2
16.943573,7.9070435,0
1.7422628,7.6857285,13
8.449634,-3.2326188,14
17.337254,4.1908207,4
7.141823,-6.7861814,14
-2.8980424,-10.968853,18
0.020274729,2.1936276,7
-1.7410176,-11.700614,19
-6.649655,-0.95826995,7
-5.9260774,14.433672,9
4.612416,22.34723,6
7.8985147,2.174004,4
-4.6562266,8.031407,5
-2.4520059,-0.8646771,7
15.611122,-10.579574,1
-10.912152,8.5951185,15
-1.1893773,18.673374,2
-1.3354713,15.986709,2
-8.918002,-0.08701351,17
-5.5007496,-0.85477704,7
0.46441346,1.6336325,7
-0.84800506,-6.450375,20
-8.256644,11.666659,11
12.520385,-6.5237494,1
19.244255,6.230628,4
2.5632143,10.272669,13
-11.34552,8.9827585,15
-9.165045,0.8730467,17
-3.294755,4.1399245,7
7.151058,8.657319,0
15.689243,13.378667,16
11.96552,22.581142,3
-2.4402194,13.383294,2
14.307126,-10.299847,1
-2.5631778,-0.87356204,7
13.099719,-10.066832,1
-2.1142461,13.852543,2
15.791478,-0.80362606,10
-1.4763771,22.114414,2
2.0155149,11.373081,13
11.356803,3.3425014,4
-1.2685566,-11.873013,19
-6.579644,7.8779798,5
0.58653784,0.6120652,7
15.167915,8.002137,0
-8.814398,-0.18164642,17
-1.1669122,19.129742,2
-7.063992,17.209028,9
-1.9709793,-5.8835425,20
-3.6201158,-10.515233,18
12.274153,22.00686,3
-3.389841,-10.67384,18
-5.0162287,-9.473741,18
-2.5909705,3.6242368,7
17.724194,7.5983057,0
8.606396,7.3713436,0
18.561527,4.715041,4
2.5983877,9.595952,13
15.410618,-10.530623,1
-1.9648808,-5.8866086,20
8.015065,-3.4802434,14
8.397897,-3.2576675,14
2.1913269,-8.331838,20
10.801369,15.312043,3
-6.934622,15.796247,9
6.9427695,18.403824,6
15.821715,3.869833,4
-2.4730215,13.356789,2
8.279844,7.452645,0
-3.3304145,4.1739902,7
-4.469151,-4.9131837,20
-1.501602,15.028616,2
17.281906,11.889837,16
-5.8829813,-8.880489,18
9.434528,7.3961673,0
14.6217375,3.692264,4
-2.0916705,-0.81367606,7
16.365318,-10.770994,1
-3.966846,-0.8647185,7
13.226224,-1.4474171,10
2.2531192,-8.405346,20
-3.9770808,7.8935084,5
11.453337,-9.32715,1
13.083714,-10.060642,1
-2.709585,-11.111976,18
-11.6567745,9.320149,15
11.382542,-9.259248,1
2.7410145,-9.149654,20
0.8706177,6.743698,13
-3.1856909,-5.5852585,20
-0.9759956,-11.847299,19
-2.2330306,23.23669,2
-8.23513,11.6851845,11
-3.062075,-10.862973,18
13.531909,-1.360565,10
-1.2070098,18.333036,2
-1.2727537,3.0726101,7
2.5843174,10.165058,13
13.610485,3.592332,4
17.25157,11.842171,16
-3.3416517,-10.70556,18
16.194302,-0.45983988,10
-1.2395314,20.8206,2
0.30976456,0.23905705,7
19.294127,6.135647,4
17.33868,12.515843,16
3.0885146,18.206385,8
15.789448,-0.8051199,10
4.0032287,22.196793,6
14.18442,-5.375651,1
11.974937,22.559597,3
16.404886,8.017004,0
-9.700299,7.8715615,15
-9.078496,7.664317,15
14.815062,3.7168608,4
9.838927,7.4786215,0
-2.002418,-5.8692317,20
12.463549,21.702385,3
-0.01996308,-6.7913494,20
-7.012974,17.362467,9
18.25467,-4.53404,12
16.036934,3.9230433,4
-1.5131559,22.199736,2
-1.3411708,15.927984,2
11.028376,-2.1565564,10
-5.9075813,-8.867313,18
7.121398,8.729258,0
11.505898,-7.4706016,1
14.177617,3.6525083,4
-9.04211,11.090982,11
12.797125,20.98827,3
-2.8595386,7.4772234,5
-4.861263,-9.599553,18
15.387772,-10.526057,1
12.45597,21.716467,3
-1.270162,20.89963,2
2.780251,-9.210844,20
-0.18393221,-6.717907,20
-6.4653306,-0.9499776,7
0.63726693,0.8440607,7
15.459203,13.438059,16
-2.111213,-5.82365,20
12.359122,-1.6979842,10
-6.391699,-8.6605,18
0.5093734,1.559158,7
3.330671,17.231323,8
5.7516365,21.715494,6
-1.2297121,17.676771,2
16.60774,-5.0404925,12
2.564937,9.325402,13
12.221475,22.107178,3
17.18396,12.700507,16
10.96174,12.946706,3
11.608859,-1.9285036,10
16.447542,13.1213255,16
12.323904,-9.852413,1
-0.4985702,2.6820326,7
-7.487849,7.6908846,5
14.288498,-10.30778,1
-0.6477656,2.7837558,7
0.42928493,1.6862888,7
13.26713,-1.430603,10
1.9505544,7.971843,13
7.855237,2.140837,4
11.192041,-7.92575,1
16.956112,-10.89463,1
6.805258,-5.875088,14
18.109411,7.3856597,0
-8.178568,1.8638163,17
10.722387,13.283625,3
-9.089192,7.6436677,15
-2.5395875,-5.6623287,20
9.951981,-2.5625546,10
14.574374,-1.2406311,10
-1.2187866,18.01673,2
12.826736,18.91149,3
2.577172,-8.809582,20
2.7836947,-9.211185,20
11.594582,12.585044,3
-6.600155,7.8617015,5
16.83719,7.938486,0
-1.2180755,18.07623,2
14.547636,-10.378804,1
-1.8092881,14.364263,2
12.391878,21.807556,3
-1.2439028,-11.864843,19
15.610301,13.403087,16
-7.4411597,-8.624063,18
7.032242,1.2488903,4
12.748151,18.720062,3
14.812723,8.004659,0
-1.7045987,-11.71817,19
16.613333,-5.03962,12
8.030828,7.5761747,0
6.9179564,0.76452285,4
12.364171,-1.6983851,10
-5.9657745,14.474377,9
11.972753,12.607686,3
-7.2695513,7.7233667,5
7.80597,-3.602447,14
-8.079064,1.8919605,17
-5.3961005,8.040312,5
-0.9478776,-0.5641403,7
10.836237,-2.2422426,10
1.3401881,-7.52094,20
6.4681554,20.666286,6
-4.6471286,-0.8388565,7
11.767255,22.842373,3
0.32539746,0.25029987,7
-2.2022064,-0.8401419,7
-1.2432421,20.833832,2
-1.2940133,16.419025,2
-9.956588,7.9992523,15
-2.7545698,-0.8871866,7
17.05376,-5.043939,12
14.597267,-1.2329421,10
-5.6705494,-0.8593619,7
12.269917,-6.7310743,1
11.863723,22.725224,3
13.03579,20.099737,3
-2.4575844,13.366941,2
-0.8679595,-0.5309844,7
2.132492,8.228232,13
11.961099,8.1033325,0
13.960713,-1.3443688,10
15.088339,-1.0942819,10
13.001727,19.376755,3
3.1029034,17.735968,8
3.0635142,18.129616,8
6.905929,-4.670179,14
12.908849,20.71106,3
2.0112462,8.056242,13
-1.859888,22.820236,2
7.7354097,-3.652653,14
-3.066587,-10.865912,18
12.722544,18.667732,3
13.775268,3.6102777,4
14.138446,13.376663,16
0.7636422,-7.162952,20
10.490253,14.114645,3
-6.5874343,15.194452,9
10.176311,3.121105,4
11.438058,12.653032,3
0.5786233,0.5969659,7
-6.728857,15.413776,9
11.325817,12.718232,3
-9.091024,0.2363251,17
12.3932905,21.808567,3
-1.243682,17.31346,2
-1.2406598,17.35772,2
12.455913,-1.67273,10
-9.12342,0.32014066,17
2.7615163,-9.175342,20
-2.856518,7.473927,5
2.5417616,10.36604,13
-2.1227455,13.83997,2
7.390861,-3.925053,14
15.485133,13.4327135,16
2.422483,10.704145,13
12.226404,22.085026,3
-1.1047406,3.0024188,7
-4.4214873,-4.9611835,20
17.416933,4.2007227,4
-4.8480544,-9.61413,18
11.113304,15.990108,3
-1.5937488,3.1650245,7
5.8313317,21.630323,6
12.586193,12.788895,3
-1.1718085,20.089512,2
-3.3586087,4.2047105,7
11.412139,12.664598,3
-5.4132175,-9.185727,18
17.336977,12.009822,16
0.8419584,6.7190723,13
16.670643,4.071733,4
-4.2197676,-10.077148,18
13.970009,-10.255778,1
10.831108,15.377363,3
6.9731116,-6.389388,14
-6.852047,15.638168,9
2.59105,9.416477,13
13.030901,8.106672,0
0.21963641,-6.9042525,20
12.50776,-6.538009,1
17.220001,11.8020315,16
7.9754395,7.6195564,0
12.5730505,3.5170937,4
17.108885,-5.028806,12
8.60238,2.5498106,4
-2.933635,-0.89808786,7
-3.6479607,7.805127,5
13.500193,-5.7785587,1
-1.7874264,3.219572,7
-8.827566,-0.169627,17
11.251582,16.222618,3
1.1940451,-7.4140935,20
-1.5198084,14.992243,2
11.993592,8.113646,0
11.113997,15.983616,3
-8.990725,1.2191455,17
16.952188,4.1379933,4
10.57147,3.1998236,4
7.054903,1.2848095,4
13.644429,3.6002226,4
3.2231305,17.456638,8
-4.4809413,-9.878796,18
-7.960584,-8.865779,18
13.007631,20.294888,3
6.0105186,21.415493,6
16.848412,7.9359164,0
16.317091,13.179309,16
10.883675,13.000886,3
-3.0287411,7.6005106,5
18.005949,-4.685345,12
-5.9099064,14.417402,9
8.045426,17.039154,6
18.681728,-4.2249293,12
-6.2122655,-8.727701,18
15.175125,-1.0650078,10
12.344716,-9.863343,1
16.614136,-5.0386515,12
-1.1881508,20.31583,2
-6.602354,7.8489103,5
16.934044,-10.886191,1
-1.3689536,15.673488,2
11.0956,15.942056,3
17.78678,-4.800175,12
11.784014,17.125761,3
-3.2630544,7.704312,5
-5.1349916,8.04418,5
7.60482,-3.7461853,14
17.33357,12.538607,16
12.520923,12.750356,3
-8.63042,1.6958096,17
12.50388,3.504271,4
16.292936,13.198364,16
-2.463844,13.355401,2
11.126717,15.981367,3
-3.8661978,-5.3368344,20
-6.0309744,7.9809613,5
0.5250547,1.5381811,7
6.792281,-4.9727674,14
-1.1479428,-6.3045936,20
12.87128,-1.5410213,10
12.68333,21.228535,3
1.2690569,-7.469044,20
11.477098,-9.352043,1
10.513554,14.037919,3
6.9665294,18.362762,6
-6.901046,15.705878,9
-7.140203,16.746872,9
16.61683,-5.038119,12
2.1028798,8.184143,13
4.081146,22.239042,6
16.78405,7.9500356,0
-11.719235,9.400765,15
